,census_tract,white,black,hispanic,total,median_income,majority_race
1400,"Census Tract 101.02, Jackson County, Georgia",6150,131,351,6903,76676,white
1401,"Census Tract 101.03, Jackson County, Georgia",4271,287,626,5300,54962,white
1402,"Census Tract 102, Jackson County, Georgia",4341,136,268,5182,41722,white
1403,"Census Tract 103, Jackson County, Georgia",3305,609,643,4640,41232,white
1404,"Census Tract 104, Jackson County, Georgia",4257,353,89,4864,40081,white
1405,"Census Tract 105, Jackson County, Georgia",4098,200,497,4868,46167,white
1406,"Census Tract 106, Jackson County, Georgia",6769,848,873,8793,50912,white
1407,"Census Tract 107.01, Jackson County, Georgia",1915,362,10,2306,47607,white
1408,"Census Tract 107.02, Jackson County, Georgia",7769,868,437,9400,60158,white
1409,"Census Tract 107.03, Jackson County, Georgia",2538,417,185,3162,67572,white
1410,"Census Tract 101, Jasper County, Georgia",1666,447,97,2283,45452,white
1411,"Census Tract 102, Jasper County, Georgia",2709,96,47,2942,40703,white
1412,"Census Tract 105, Jasper County, Georgia",5506,2303,402,8422,42178,white
1413,"Census Tract 9601, Jeff Davis County, Georgia",5360,345,785,6490,40275,white
1414,"Census Tract 9602, Jeff Davis County, Georgia",4193,1834,691,6827,35559,white
1415,"Census Tract 9603, Jeff Davis County, Georgia",1366,191,154,1711,33601,white
1416,"Census Tract 9601, Jefferson County, Georgia",2511,2042,133,4713,30227,white
1417,"Census Tract 9602, Jefferson County, Georgia",1322,586,136,2062,31250,white
1418,"Census Tract 9603, Jefferson County, Georgia",2050,3960,42,6107,24832,black
1419,"Census Tract 9604, Jefferson County, Georgia",1031,2413,225,3672,22479,black
1420,"Census Tract 9601, Jenkins County, Georgia",3498,2201,337,6185,29127,white
1421,"Census Tract 9602, Jenkins County, Georgia",1590,814,174,2609,27692,white
1422,"Census Tract 9601, Johnson County, Georgia",2388,208,36,2648,41129,white
1423,"Census Tract 9602, Johnson County, Georgia",2435,2732,39,5421,35518,black
1424,"Census Tract 9603, Johnson County, Georgia",1304,437,4,1781,42917,white
1425,"Census Tract 301.01, Jones County, Georgia",2294,148,116,2660,76944,white
1426,"Census Tract 301.03, Jones County, Georgia",2052,293,0,2367,76364,white
1427,"Census Tract 301.04, Jones County, Georgia",4017,3069,128,7318,39290,white
1428,"Census Tract 302, Jones County, Georgia",2091,1005,0,3114,42130,white
1429,"Census Tract 303.01, Jones County, Georgia",4918,1899,125,7009,59427,white
1430,"Census Tract 303.02, Jones County, Georgia",5463,832,0,6315,51341,white
1431,"Census Tract 9701, Lamar County, Georgia",6101,609,214,6929,49180,white
1432,"Census Tract 9702, Lamar County, Georgia",3526,3132,103,7040,34413,white
1433,"Census Tract 9703, Lamar County, Georgia",2115,1829,59,4159,32386,white
1434,"Census Tract 9501, Lanier County, Georgia",1637,231,86,2082,36525,white
1435,"Census Tract 9502, Lanier County, Georgia",5428,2308,444,8274,37704,white
1436,"Census Tract 9501, Laurens County, Georgia",2016,1070,106,3215,32996,white
1437,"Census Tract 9502.01, Laurens County, Georgia",3147,1103,0,4393,46460,white
1438,"Census Tract 9502.02, Laurens County, Georgia",3010,970,170,4316,55129,white
1439,"Census Tract 9503, Laurens County, Georgia",229,1616,17,1873,14612,black
1440,"Census Tract 9504, Laurens County, Georgia",1645,2142,23,4017,28490,black
1441,"Census Tract 9505, Laurens County, Georgia",2914,1019,72,4024,47589,white
1442,"Census Tract 9506, Laurens County, Georgia",1348,670,122,2174,48295,white
1443,"Census Tract 9507, Laurens County, Georgia",2269,230,9,2514,42500,white
1444,"Census Tract 9508, Laurens County, Georgia",1513,2327,162,4095,34844,black
1445,"Census Tract 9509, Laurens County, Georgia",63,2496,14,2612,17067,black
1446,"Census Tract 9510, Laurens County, Georgia",4901,2598,256,7831,27332,white
1447,"Census Tract 9511, Laurens County, Georgia",3560,693,84,4391,33704,white
1448,"Census Tract 9514, Laurens County, Georgia",1960,447,137,2573,30882,white
1449,"Census Tract 201, Lee County, Georgia",5169,1243,165,6683,61586,white
1450,"Census Tract 202, Lee County, Georgia",706,687,0,1419,32788,NA
1451,"Census Tract 203, Lee County, Georgia",4880,1551,192,6817,61304,white
1452,"Census Tract 204.02, Lee County, Georgia",6092,1381,63,7973,50752,white
1453,"Census Tract 204.03, Lee County, Georgia",4484,888,244,5913,78109,white
1454,"Census Tract 101.01, Liberty County, Georgia",3576,1423,1145,6392,33166,white
1455,"Census Tract 101.02, Liberty County, Georgia",1239,397,223,2061,54271,white
1456,"Census Tract 101.03, Liberty County, Georgia",625,608,211,1595,36777,NA
1457,"Census Tract 102.02, Liberty County, Georgia",1445,1599,627,4063,39735,NA
1458,"Census Tract 102.04, Liberty County, Georgia",830,2007,298,3308,33158,black
1459,"Census Tract 102.05, Liberty County, Georgia",2154,2275,668,5623,51497,NA
1460,"Census Tract 102.06, Liberty County, Georgia",2624,2161,444,5423,41471,NA
1461,"Census Tract 102.07, Liberty County, Georgia",1611,2549,787,5416,42155,NA
1462,"Census Tract 102.08, Liberty County, Georgia",2081,2542,773,5926,48663,NA
1463,"Census Tract 103, Liberty County, Georgia",2945,2799,783,7133,42828,NA
1464,"Census Tract 104, Liberty County, Georgia",2498,3351,1024,7337,50551,NA
1465,"Census Tract 105.01, Liberty County, Georgia",2999,288,0,3434,56658,white
1466,"Census Tract 105.02, Liberty County, Georgia",2676,1949,177,5022,51326,white
1467,"Census Tract 106, Liberty County, Georgia",290,1450,16,1756,32500,black
1468,"Census Tract 9900, Liberty County, Georgia",0,0,0,0,-,NA
1469,"Census Tract 9701, Lincoln County, Georgia",2349,1439,15,3877,33846,white
1470,"Census Tract 9702, Lincoln County, Georgia",2745,1058,8,3923,36055,white
1471,"Census Tract 9701, Long County, Georgia",5128,2280,1556,9170,51744,white
1472,"Census Tract 9702, Long County, Georgia",4317,1821,367,6797,47357,white
1473,"Census Tract 9800, Long County, Georgia",0,0,0,0,-,NA
1474,"Census Tract 101.01, Lowndes County, Georgia",2699,1150,239,4362,33671,white
1475,"Census Tract 101.02, Lowndes County, Georgia",3345,1699,296,5535,57271,white
1476,"Census Tract 101.03, Lowndes County, Georgia",2239,684,163,3377,71228,white
1477,"Census Tract 102.01, Lowndes County, Georgia",2346,821,93,3328,59762,white
1478,"Census Tract 102.02, Lowndes County, Georgia",9164,1189,477,11156,67067,white
1479,"Census Tract 103.01, Lowndes County, Georgia",3485,954,214,5296,43904,white
1480,"Census Tract 103.02, Lowndes County, Georgia",2733,23,58,2829,79375,white
1481,"Census Tract 104.01, Lowndes County, Georgia",1446,184,52,1682,50000,white
1482,"Census Tract 104.02, Lowndes County, Georgia",1908,4753,167,7474,29063,black
1483,"Census Tract 105, Lowndes County, Georgia",633,3966,256,4874,25162,black
1484,"Census Tract 106.01, Lowndes County, Georgia",2302,2063,508,5203,32500,NA
1485,"Census Tract 106.04, Lowndes County, Georgia",2957,2037,266,5543,48991,white
1486,"Census Tract 107, Lowndes County, Georgia",2552,798,120,3577,44618,white
1487,"Census Tract 108, Lowndes County, Georgia",430,4888,168,5505,16782,black
1488,"Census Tract 109, Lowndes County, Georgia",370,1256,0,1642,21150,black
1489,"Census Tract 110, Lowndes County, Georgia",227,2924,233,3551,23089,black
1490,"Census Tract 111, Lowndes County, Georgia",2215,774,128,3280,30212,white
1491,"Census Tract 112, Lowndes County, Georgia",3680,828,538,5224,42907,white
1492,"Census Tract 113.01, Lowndes County, Georgia",2096,2594,305,5170,19227,black
1493,"Census Tract 113.02, Lowndes County, Georgia",682,1607,173,2534,18809,black
1494,"Census Tract 114.01, Lowndes County, Georgia",1197,988,39,2280,34719,white
1495,"Census Tract 114.02, Lowndes County, Georgia",1141,986,304,2469,27267,NA
1496,"Census Tract 114.03, Lowndes County, Georgia",5257,2207,680,8438,38068,white
1497,"Census Tract 115, Lowndes County, Georgia",3436,564,149,4195,42574,white
1498,"Census Tract 116, Lowndes County, Georgia",3388,301,237,3991,52788,white
1499,"Census Tract 9601.01, Lumpkin County, Georgia",6556,266,281,7184,46047,white
1500,"Census Tract 9601.02, Lumpkin County, Georgia",5937,0,294,6324,49932,white
1501,"Census Tract 9602.01, Lumpkin County, Georgia",9298,61,258,9915,44596,white
1502,"Census Tract 9602.02, Lumpkin County, Georgia",6222,272,571,7296,30174,white
1503,"Census Tract 9501, McDuffie County, Georgia",2369,230,0,2637,58048,white
1504,"Census Tract 9502, McDuffie County, Georgia",1990,2898,171,5059,29681,black
1505,"Census Tract 9503, McDuffie County, Georgia",1446,1555,45,3059,32364,black
1506,"Census Tract 9504, McDuffie County, Georgia",2240,2854,66,5229,24441,black
1507,"Census Tract 9505, McDuffie County, Georgia",3899,1380,253,5579,44467,white
1508,"Census Tract 1101, McIntosh County, Georgia",2758,1197,28,4183,47750,white
1509,"Census Tract 1102, McIntosh County, Georgia",2934,1111,18,4122,46842,white
1510,"Census Tract 1103, McIntosh County, Georgia",2958,2504,215,5867,41419,white
1511,"Census Tract 9800, McIntosh County, Georgia",0,0,0,0,-,NA
1512,"Census Tract 9900, McIntosh County, Georgia",0,0,0,0,-,NA
1513,"Census Tract 1, Macon County, Georgia",537,1359,21,1947,32333,black
1514,"Census Tract 2, Macon County, Georgia",998,1099,18,2263,36146,NA
1515,"Census Tract 3, Macon County, Georgia",1316,3175,133,4869,28977,black
1516,"Census Tract 4, Macon County, Georgia",1821,3198,44,5153,27143,black
1517,"Census Tract 201, Madison County, Georgia",5173,71,266,5510,42041,white
1518,"Census Tract 202, Madison County, Georgia",4471,186,122,4866,47240,white
1519,"Census Tract 203, Madison County, Georgia",3415,648,36,4342,42000,white
1520,"Census Tract 204, Madison County, Georgia",4210,374,713,5302,49207,white
1521,"Census Tract 205, Madison County, Georgia",4654,963,85,6019,40893,white
1522,"Census Tract 206, Madison County, Georgia",1887,77,0,2103,40756,white
1523,"Census Tract 9201, Marion County, Georgia",3539,331,170,4200,41000,white
1524,"Census Tract 9202, Marion County, Georgia",1588,2396,437,4551,31500,black
1525,"Census Tract 9705, Meriwether County, Georgia",2962,2485,0,5531,32943,white
1526,"Census Tract 9706, Meriwether County, Georgia",1908,1145,100,3332,40395,white
1527,"Census Tract 9707, Meriwether County, Georgia",4801,2414,186,7568,36866,white
1528,"Census Tract 9708, Meriwether County, Georgia",2542,2302,120,5003,35225,white
1529,"Census Tract 9501, Miller County, Georgia",1361,318,61,1740,32984,white
1530,"Census Tract 9502, Miller County, Georgia",835,1123,6,1966,27552,black
1531,"Census Tract 9503, Miller County, Georgia",1932,379,0,2311,39615,white
1532,"Census Tract 901, Mitchell County, Georgia",2057,1125,165,3392,31250,white
1533,"Census Tract 902, Mitchell County, Georgia",2249,871,239,3584,34082,white
1534,"Census Tract 903, Mitchell County, Georgia",432,2059,149,2640,19905,black
1535,"Census Tract 904, Mitchell County, Georgia",2713,4560,208,7569,35917,black
1536,"Census Tract 905, Mitchell County, Georgia",3292,2444,254,5990,27866,white
1537,"Census Tract 501.01, Monroe County, Georgia",5225,837,171,6248,52635,white
1538,"Census Tract 501.02, Monroe County, Georgia",2497,1368,106,3971,34495,white
1539,"Census Tract 502, Monroe County, Georgia",2295,2925,150,5523,29973,black
1540,"Census Tract 503.01, Monroe County, Georgia",4025,759,32,4816,50732,white
1541,"Census Tract 503.02, Monroe County, Georgia",5368,489,138,6230,59915,white
1542,"Census Tract 9501, Montgomery County, Georgia",1812,155,63,2068,41490,white
1543,"Census Tract 9502, Montgomery County, Georgia",2586,1834,336,4820,31838,white
1544,"Census Tract 9503, Montgomery County, Georgia",1588,374,126,2112,32227,white
1545,"Census Tract 101, Morgan County, Georgia",2376,457,167,3001,49485,white
1546,"Census Tract 102, Morgan County, Georgia",2942,506,0,3503,53894,white
1547,"Census Tract 103, Morgan County, Georgia",4188,2722,149,7120,47172,white
1548,"Census Tract 104, Morgan County, Georgia",2113,552,130,2827,48878,white
1549,"Census Tract 105, Morgan County, Georgia",1217,86,69,1415,55694,white
1550,"Census Tract 101, Murray County, Georgia",3305,14,347,3741,36705,white
1551,"Census Tract 102.01, Murray County, Georgia",2079,0,67,2147,34747,white
1552,"Census Tract 102.02, Murray County, Georgia",7160,134,1621,9068,33679,white
1553,"Census Tract 103, Murray County, Georgia",3761,63,77,3943,42500,white
1554,"Census Tract 104, Murray County, Georgia",4413,91,1075,5664,30833,white
1555,"Census Tract 105, Murray County, Georgia",3797,0,1327,5213,41394,white
1556,"Census Tract 106, Murray County, Georgia",3681,49,324,4115,32420,white
1557,"Census Tract 107, Murray County, Georgia",4918,11,519,5525,32018,white
1558,"Census Tract 2, Muscogee County, Georgia",2321,117,387,3009,48438,white
1559,"Census Tract 3, Muscogee County, Georgia",407,546,465,1418,25071,NA
1560,"Census Tract 4, Muscogee County, Georgia",2239,151,54,2681,39840,white
1561,"Census Tract 8, Muscogee County, Georgia",1194,858,172,2257,32983,white
1562,"Census Tract 9, Muscogee County, Georgia",1303,880,275,2633,40507,NA
1563,"Census Tract 10, Muscogee County, Georgia",2680,1206,264,4374,38170,white
1564,"Census Tract 11, Muscogee County, Georgia",2595,154,36,2861,85000,white
1565,"Census Tract 12, Muscogee County, Georgia",2214,1047,95,3395,50856,white
1566,"Census Tract 14, Muscogee County, Georgia",801,838,96,1847,21569,NA
1567,"Census Tract 16, Muscogee County, Georgia",652,1445,74,2260,15763,black
1568,"Census Tract 18, Muscogee County, Georgia",641,562,41,1269,24949,white
1569,"Census Tract 20, Muscogee County, Georgia",116,3358,110,3748,31114,black
1570,"Census Tract 21, Muscogee County, Georgia",1405,852,79,2484,35457,white
1571,"Census Tract 22, Muscogee County, Georgia",205,2955,26,3205,23699,black
1572,"Census Tract 23, Muscogee County, Georgia",496,812,23,1382,34414,black
1573,"Census Tract 24, Muscogee County, Georgia",127,1269,24,1481,15921,black
1574,"Census Tract 25, Muscogee County, Georgia",389,1926,91,2434,10359,black
1575,"Census Tract 27, Muscogee County, Georgia",141,2133,0,2345,11196,black
1576,"Census Tract 28, Muscogee County, Georgia",24,1689,64,1799,23125,black
1577,"Census Tract 29.01, Muscogee County, Georgia",569,2103,145,2891,36267,black
1578,"Census Tract 29.02, Muscogee County, Georgia",241,2132,291,2699,28934,black
1579,"Census Tract 30, Muscogee County, Georgia",234,2284,290,2920,23817,black
1580,"Census Tract 32, Muscogee County, Georgia",109,1391,274,1813,20530,black
1581,"Census Tract 33.01, Muscogee County, Georgia",705,893,313,2143,32604,NA
1582,"Census Tract 33.02, Muscogee County, Georgia",454,2220,119,2872,18981,black
1583,"Census Tract 34, Muscogee County, Georgia",388,1406,376,2385,20033,black
1584,"Census Tract 101.04, Muscogee County, Georgia",3244,1908,566,6473,51529,white
1585,"Census Tract 101.06, Muscogee County, Georgia",2949,1420,449,5245,49304,white
1586,"Census Tract 101.07, Muscogee County, Georgia",4412,1738,486,7227,94219,white
1587,"Census Tract 102.01, Muscogee County, Georgia",5029,421,404,6678,73597,white
1588,"Census Tract 102.03, Muscogee County, Georgia",5384,1524,352,8124,69263,white
1589,"Census Tract 102.04, Muscogee County, Georgia",3891,1041,916,6124,66764,white
1590,"Census Tract 102.05, Muscogee County, Georgia",2606,297,78,3050,54701,white
1591,"Census Tract 103.01, Muscogee County, Georgia",2035,60,71,2366,114706,white
1592,"Census Tract 103.02, Muscogee County, Georgia",5027,1067,423,7042,67311,white
1593,"Census Tract 104.01, Muscogee County, Georgia",4857,715,329,6315,53968,white
1594,"Census Tract 104.02, Muscogee County, Georgia",2412,925,528,4171,40247,white
1595,"Census Tract 105.01, Muscogee County, Georgia",3333,1942,232,5745,48517,white
1596,"Census Tract 105.02, Muscogee County, Georgia",758,673,143,1652,31346,NA
1597,"Census Tract 106.02, Muscogee County, Georgia",1166,3422,342,5306,39892,black
1598,"Census Tract 106.05, Muscogee County, Georgia",126,3914,202,4405,47031,black
1599,"Census Tract 106.06, Muscogee County, Georgia",817,1479,92,2418,20598,black
1600,"Census Tract 106.07, Muscogee County, Georgia",787,4659,98,5719,30231,black
1601,"Census Tract 106.08, Muscogee County, Georgia",411,3620,116,4332,40226,black
1602,"Census Tract 107.01, Muscogee County, Georgia",911,4816,168,6007,39023,black
1603,"Census Tract 107.02, Muscogee County, Georgia",418,4603,122,5302,39424,black
1604,"Census Tract 107.03, Muscogee County, Georgia",278,5683,127,6311,31651,black
1605,"Census Tract 108.01, Muscogee County, Georgia",840,394,250,1591,42235,white
1606,"Census Tract 108.02, Muscogee County, Georgia",5662,1176,1818,9711,56250,white
1607,"Census Tract 111, Muscogee County, Georgia",878,782,91,1779,15729,NA
1608,"Census Tract 112, Muscogee County, Georgia",959,991,66,2112,21359,NA
1609,"Census Tract 114, Muscogee County, Georgia",1574,426,229,2285,22426,white
1610,"Census Tract 115, Muscogee County, Georgia",1654,2653,1136,6152,35065,NA
1611,"Census Tract 1001, Newton County, Georgia",8111,2475,199,11098,67698,white
1612,"Census Tract 1002.01, Newton County, Georgia",5400,598,55,6131,63824,white
1613,"Census Tract 1002.02, Newton County, Georgia",4339,480,49,5001,62375,white
1614,"Census Tract 1003, Newton County, Georgia",4854,3407,552,9079,46465,white
1615,"Census Tract 1004, Newton County, Georgia",1781,1474,149,3639,33730,NA
1616,"Census Tract 1005.01, Newton County, Georgia",2789,11411,930,15478,61094,black
1617,"Census Tract 1005.02, Newton County, Georgia",2336,3965,1006,7579,39219,black
1618,"Census Tract 1006, Newton County, Georgia",2684,2845,345,6120,45185,NA
1619,"Census Tract 1007, Newton County, Georgia",2031,3567,371,6173,29500,black
1620,"Census Tract 1008, Newton County, Georgia",6714,2052,279,9426,45128,white
1621,"Census Tract 1009.01, Newton County, Georgia",5183,4162,0,9756,48992,white
1622,"Census Tract 1009.02, Newton County, Georgia",2973,2184,596,5975,48580,NA
1623,"Census Tract 1009.03, Newton County, Georgia",2683,2843,267,6048,59299,NA
1624,"Census Tract 301, Oconee County, Georgia",9156,520,657,11134,84330,white
1625,"Census Tract 302, Oconee County, Georgia",4374,435,408,5431,58400,white
1626,"Census Tract 303, Oconee County, Georgia",4722,79,232,5200,80135,white
1627,"Census Tract 304, Oconee County, Georgia",6369,349,129,7197,71701,white
1628,"Census Tract 305, Oconee County, Georgia",1964,144,4,2120,63955,white
1629,"Census Tract 306, Oconee County, Georgia",2346,182,111,2687,65125,white
1630,"Census Tract 9601, Oglethorpe County, Georgia",1449,401,36,1956,30714,white
1631,"Census Tract 9602.01, Oglethorpe County, Georgia",5259,517,330,6516,54931,white
1632,"Census Tract 9602.02, Oglethorpe County, Georgia",3308,867,159,4482,44271,white
1633,"Census Tract 9603, Oglethorpe County, Georgia",1220,430,42,1741,42500,white
1634,"Census Tract 1201.01, Paulding County, Georgia",10172,1352,190,12073,89950,white
1635,"Census Tract 1201.02, Paulding County, Georgia",8695,1374,735,11320,79418,white
1636,"Census Tract 1201.03, Paulding County, Georgia",8081,678,497,9389,78069,white
1637,"Census Tract 1201.04, Paulding County, Georgia",2160,7,20,2327,65000,white
1638,"Census Tract 1202.02, Paulding County, Georgia",4798,2150,346,7636,65287,white
1639,"Census Tract 1202.03, Paulding County, Georgia",4779,402,94,5312,62298,white
1640,"Census Tract 1202.04, Paulding County, Georgia",5588,823,143,6675,50227,white
1641,"Census Tract 1203.01, Paulding County, Georgia",3344,1294,258,5201,57434,white
1642,"Census Tract 1203.02, Paulding County, Georgia",8210,3416,1613,13548,54269,white
1643,"Census Tract 1203.03, Paulding County, Georgia",1319,381,83,1807,51484,white
1644,"Census Tract 1204, Paulding County, Georgia",14584,2521,667,18259,55112,white
1645,"Census Tract 1205.01, Paulding County, Georgia",3899,1748,434,6256,50998,white
1646,"Census Tract 1205.02, Paulding County, Georgia",7314,1225,339,9029,61991,white
1647,"Census Tract 1205.03, Paulding County, Georgia",4293,549,123,5067,61184,white
1648,"Census Tract 1206.01, Paulding County, Georgia",2256,1424,563,4415,58333,white
1649,"Census Tract 1206.02, Paulding County, Georgia",6205,2973,597,9925,54367,white
1650,"Census Tract 1206.03, Paulding County, Georgia",4039,1396,358,5921,60830,white
1651,"Census Tract 1206.04, Paulding County, Georgia",3761,1135,511,5431,59707,white
1652,"Census Tract 1206.05, Paulding County, Georgia",5022,521,236,5974,59279,white
1653,"Census Tract 401.01, Peach County, Georgia",1534,195,0,1746,62957,white
1654,"Census Tract 401.02, Peach County, Georgia",6784,2307,287,9646,52902,white
1655,"Census Tract 402, Peach County, Georgia",1536,2198,801,4569,31367,NA
1656,"Census Tract 403.01, Peach County, Georgia",1336,814,553,2766,42950,NA
1657,"Census Tract 403.02, Peach County, Georgia",562,1666,152,2431,16867,black
1658,"Census Tract 404, Peach County, Georgia",557,5375,133,6179,24682,black
1659,"Census Tract 501, Pickens County, Georgia",4132,73,177,4411,70929,white
1660,"Census Tract 502, Pickens County, Georgia",5530,192,306,6197,39833,white
1661,"Census Tract 503, Pickens County, Georgia",4332,68,174,4611,52026,white
1662,"Census Tract 504, Pickens County, Georgia",3702,13,59,3828,42700,white
1663,"Census Tract 505, Pickens County, Georgia",4219,27,50,4351,57336,white
1664,"Census Tract 506, Pickens County, Georgia",5819,24,108,6152,45319,white
1665,"Census Tract 9601, Pierce County, Georgia",2437,191,85,2722,37422,white
1666,"Census Tract 9602, Pierce County, Georgia",1557,111,262,1963,43750,white
1667,"Census Tract 9603, Pierce County, Georgia",5040,1269,290,6850,40024,white
1668,"Census Tract 9604, Pierce County, Georgia",6828,70,310,7325,45722,white
1669,"Census Tract 101, Pike County, Georgia",5882,786,92,6937,49023,white
1670,"Census Tract 102, Pike County, Georgia",3332,97,66,3497,64801,white
1671,"Census Tract 103, Pike County, Georgia",3481,729,47,4345,50981,white
1672,"Census Tract 104, Pike County, Georgia",2682,322,32,3042,51364,white
1673,"Census Tract 101, Polk County, Georgia",4319,466,301,5232,45893,white
1674,"Census Tract 102, Polk County, Georgia",6065,564,1624,8556,48026,white
1675,"Census Tract 103, Polk County, Georgia",3402,470,1135,5108,42394,white
1676,"Census Tract 104, Polk County, Georgia",4056,1084,1050,6209,31153,white
1677,"Census Tract 105, Polk County, Georgia",3633,1061,934,5699,31028,white
1678,"Census Tract 106, Polk County, Georgia",4568,842,40,5660,44856,white
1679,"Census Tract 107, Polk County, Georgia",3735,921,86,4786,35744,white
1680,"Census Tract 9501, Pulaski County, Georgia",1790,983,183,2963,33008,white
1681,"Census Tract 9502, Pulaski County, Georgia",4238,2578,362,7273,34774,white
1682,"Census Tract 9503, Pulaski County, Georgia",1147,283,13,1457,46019,white
1683,"Census Tract 9601.01, Putnam County, Georgia",2875,283,55,3241,45199,white
1684,"Census Tract 9601.02, Putnam County, Georgia",4418,318,278,5014,56605,white
1685,"Census Tract 9602.01, Putnam County, Georgia",846,269,108,1227,37768,white
1686,"Census Tract 9602.02, Putnam County, Georgia",1953,4387,911,7300,27260,black
1687,"Census Tract 9603, Putnam County, Georgia",3833,487,37,4444,55922,white
1688,"Census Tract 9603, Quitman County, Georgia",1094,1274,0,2407,30313,black
1689,"Census Tract 9701, Rabun County, Georgia",4708,145,748,5650,36507,white
1690,"Census Tract 9702.01, Rabun County, Georgia",3113,8,208,3387,29540,white
1691,"Census Tract 9702.02, Rabun County, Georgia",2200,49,269,2662,37563,white
1692,"Census Tract 9703.01, Rabun County, Georgia",2828,8,39,2996,34655,white
1693,"Census Tract 9703.02, Rabun County, Georgia",1383,22,65,1572,32440,white
1694,"Census Tract 7901, Randolph County, Georgia",907,845,20,1772,30361,white
1695,"Census Tract 7902, Randolph County, Georgia",1649,3722,37,5639,26560,black
1696,"Census Tract 1, Richmond County, Georgia",2168,1322,56,3733,30903,white
1697,"Census Tract 2, Richmond County, Georgia",1069,942,128,2405,20500,NA
1698,"Census Tract 3, Richmond County, Georgia",554,538,9,1114,18661,NA
1699,"Census Tract 6, Richmond County, Georgia",509,1692,53,2291,21299,black
1700,"Census Tract 7, Richmond County, Georgia",31,1331,7,1369,19263,black
1701,"Census Tract 9, Richmond County, Georgia",10,1483,3,1524,16719,black
1702,"Census Tract 10, Richmond County, Georgia",1491,1319,132,3104,32776,NA
1703,"Census Tract 11, Richmond County, Georgia",1699,82,35,1861,81719,white
1704,"Census Tract 12, Richmond County, Georgia",2306,1787,26,4231,33737,white
1705,"Census Tract 13, Richmond County, Georgia",712,779,70,1612,31750,NA
1706,"Census Tract 14, Richmond County, Georgia",47,1952,27,2026,13180,black
1707,"Census Tract 15, Richmond County, Georgia",20,964,0,984,17064,black
1708,"Census Tract 16.01, Richmond County, Georgia",1208,2720,182,4190,30699,black
1709,"Census Tract 16.02, Richmond County, Georgia",2868,829,11,3877,51029,white
1710,"Census Tract 101.01, Richmond County, Georgia",2126,840,342,3456,43125,white
1711,"Census Tract 101.04, Richmond County, Georgia",1849,1051,156,3344,51306,white
1712,"Census Tract 101.05, Richmond County, Georgia",3301,1165,251,4830,53318,white
1713,"Census Tract 101.06, Richmond County, Georgia",2862,1785,142,5326,37694,white
1714,"Census Tract 101.07, Richmond County, Georgia",1502,672,53,2646,34083,white
1715,"Census Tract 102.01, Richmond County, Georgia",4036,418,53,4612,78491,white
1716,"Census Tract 102.03, Richmond County, Georgia",1401,2138,113,3861,41250,black
1717,"Census Tract 102.04, Richmond County, Georgia",5610,6254,1413,14149,47419,NA
1718,"Census Tract 103, Richmond County, Georgia",600,4698,396,5763,30326,black
1719,"Census Tract 104, Richmond County, Georgia",528,3746,117,4432,14858,black
1720,"Census Tract 105.04, Richmond County, Georgia",1983,4470,313,6888,24036,black
1721,"Census Tract 105.06, Richmond County, Georgia",1325,3172,178,4958,26339,black
1722,"Census Tract 105.07, Richmond County, Georgia",1095,4392,100,5693,32304,black
1723,"Census Tract 105.08, Richmond County, Georgia",1212,2354,92,3788,29038,black
1724,"Census Tract 105.09, Richmond County, Georgia",1709,2473,71,4519,40435,black
1725,"Census Tract 105.10, Richmond County, Georgia",2355,2666,28,5237,31678,black
1726,"Census Tract 105.11, Richmond County, Georgia",1648,2582,67,4399,31295,black
1727,"Census Tract 105.12, Richmond County, Georgia",648,3793,85,4628,39347,black
1728,"Census Tract 105.13, Richmond County, Georgia",440,2532,47,3123,42500,black
1729,"Census Tract 106, Richmond County, Georgia",132,3807,78,4087,17448,black
1730,"Census Tract 107.06, Richmond County, Georgia",2048,3206,145,5625,30091,black
1731,"Census Tract 107.07, Richmond County, Georgia",281,2116,191,2717,28477,black
1732,"Census Tract 107.08, Richmond County, Georgia",712,4217,512,6194,49589,black
1733,"Census Tract 107.09, Richmond County, Georgia",170,5356,158,5931,53194,black
1734,"Census Tract 107.10, Richmond County, Georgia",1775,3332,156,5456,27619,black
1735,"Census Tract 107.11, Richmond County, Georgia",980,1533,190,2858,54531,black
1736,"Census Tract 107.12, Richmond County, Georgia",871,6800,260,8676,59621,black
1737,"Census Tract 108, Richmond County, Georgia",3325,2177,1304,7760,49176,NA
1738,"Census Tract 109.03, Richmond County, Georgia",2980,1686,195,5105,48281,white
1739,"Census Tract 109.04, Richmond County, Georgia",1696,1214,113,3183,37321,white
1740,"Census Tract 109.05, Richmond County, Georgia",4073,804,30,5091,43830,white
1741,"Census Tract 109.06, Richmond County, Georgia",3993,2197,713,7078,55790,white
1742,"Census Tract 110, Richmond County, Georgia",793,577,88,1510,15761,white
1743,"Census Tract 601.01, Rockdale County, Georgia",2543,425,246,3251,53313,white
1744,"Census Tract 601.02, Rockdale County, Georgia",3290,1428,332,5265,44503,white
1745,"Census Tract 602.01, Rockdale County, Georgia",934,1567,2259,4819,36865,NA
1746,"Census Tract 602.02, Rockdale County, Georgia",2979,5670,378,9596,55529,black
1747,"Census Tract 603.04, Rockdale County, Georgia",1609,3168,357,5159,43393,black
1748,"Census Tract 603.05, Rockdale County, Georgia",962,2872,1193,5234,34470,black
1749,"Census Tract 603.06, Rockdale County, Georgia",740,2081,17,2849,66033,black
