,Precinct,Precincts,dem_p,dem_votes,registered_v,rep_p,rep_votes,total,County Name,County Code,County Precinct,Precinct Description,Combo#,Cong,Senat,House,Judic,Ward,Schol,Watbd,Supcm,Schob,Fire,Cityl,Commi,Munib,Unnamed: 18,_merge
1102,052 Berkshire G,Berkshire G,0,395,1785,0,675,1103,,,,,,,,,,,,,,,,,,,,left_only
1103,053 Cates H,Cates H,0,701,2612,0,506,1238,,,,,,,,,,,,,,,,,,,,left_only
1104,054 Sugar Hill C,Sugar Hill C,0,466,3366,0,1138,1669,,,,,,,,,,,,,,,,,,,,left_only
1105,055 Sugar Hill D,Sugar Hill D,0,410,2696,0,818,1275,,,,,,,,,,,,,,,,,,,,left_only
1106,056 Duluth C,Duluth C,0,368,1844,0,495,903,,,,,,,,,,,,,,,,,,,,left_only
1107,057 Duluth D,Duluth D,0,690,3211,0,633,1383,,,,,,,,,,,,,,,,,,,,left_only
1108,058 Pinckneyville K,Pinckneyville K,0,605,2461,0,241,868,,,,,,,,,,,,,,,,,,,,left_only
1109,059 Pinckneyville N,Pinckneyville N,0,664,1930,0,205,889,,,,,,,,,,,,,,,,,,,,left_only
1110,060 Lawrenceville D,Lawrenceville D,0,745,3229,0,346,1109,,,,,,,,,,,,,,,,,,,,left_only
1111,061 Lawrenceville E,Lawrenceville E,0,339,1789,0,636,1007,,,,,,,,,,,,,,,,,,,,left_only
1112,062 Pinckneyville L,Pinckneyville L,0,361,1990,0,923,1325,,,,,,,,,,,,,,,,,,,,left_only
1113,063 Pinckneyville M,Pinckneyville M,0,325,2162,0,1015,1377,,,,,,,,,,,,,,,,,,,,left_only
1114,064 Garners D,Garners D,0,885,2389,0,417,1326,,,,,,,,,,,,,,,,,,,,left_only
1115,065 Berkshire H,Berkshire H,0,271,1246,0,245,529,,,,,,,,,,,,,,,,,,,,left_only
1116,066 Pinckneyville O,Pinckneyville O,0,609,2411,0,231,861,,,,,,,,,,,,,,,,,,,,left_only
1117,067 Pucketts E,Pucketts E,0,604,3503,0,964,1606,,,,,,,,,,,,,,,,,,,,left_only
1118,068 Cates I,Cates I,0,544,2794,0,908,1479,,,,,,,,,,,,,,,,,,,,left_only
1119,069 Cates J,Cates J,0,555,2420,0,724,1326,,,,,,,,,,,,,,,,,,,,left_only
1120,070 Goodwins B,Goodwins B,0,507,3119,0,1098,1668,,,,,,,,,,,,,,,,,,,,left_only
1121,071 Lawrenceville F,Lawrenceville F,0,948,2883,0,447,1417,,,,,,,,,,,,,,,,,,,,left_only
1122,072 Martins E,Martins E,0,1075,4295,0,145,1244,,,,,,,,,,,,,,,,,,,,left_only
1123,073 Pinckneyville P,Pinckneyville P,0,378,1447,0,535,942,,,,,,,,,,,,,,,,,,,,left_only
1124,074 Pinckneyville Q,Pinckneyville Q,0,402,1281,0,73,487,,,,,,,,,,,,,,,,,,,,left_only
1125,075 Rockbridge C,Rockbridge C,0,1476,3512,0,499,2013,,,,,,,,,,,,,,,,,,,,left_only
1126,076 Rockbridge D,Rockbridge D,0,954,2726,0,538,1505,,,,,,,,,,,,,,,,,,,,left_only
1127,077 Goodwins C,Goodwins C,0,750,3637,0,739,1535,,,,,,,,,,,,,,,,,,,,left_only
1128,078 Baycreek K,Baycreek K,0,563,2625,0,781,1375,,,,,,,,,,,,,,,,,,,,left_only
1129,079 Cates K,Cates K,0,342,2096,0,780,1164,,,,,,,,,,,,,,,,,,,,left_only
1130,080 Baycreek C,Baycreek C,0,1058,4139,0,1153,2254,,,,,,,,,,,,,,,,,,,,left_only
1131,081 Cates L,Cates L,0,741,3141,0,845,1635,,,,,,,,,,,,,,,,,,,,left_only
1132,082 Duluth E,Duluth E,0,783,3578,0,527,1339,,,,,,,,,,,,,,,,,,,,left_only
1133,083 Goodwins D,Goodwins D,0,619,3262,0,886,1563,,,,,,,,,,,,,,,,,,,,left_only
1134,084 Lawrenceville G,Lawrenceville G,0,585,2082,0,310,916,,,,,,,,,,,,,,,,,,,,left_only
1135,085 Lawrenceville H,Lawrenceville H,0,544,3140,0,1004,1596,,,,,,,,,,,,,,,,,,,,left_only
1136,086 Martins F,Martins F,0,434,1799,0,213,663,,,,,,,,,,,,,,,,,,,,left_only
1137,087 Pinckneyville S,Pinckneyville S,0,470,2084,0,453,954,,,,,,,,,,,,,,,,,,,,left_only
1138,088 Rockbridge E,Rockbridge E,0,1064,3133,0,430,1535,,,,,,,,,,,,,,,,,,,,left_only
1139,089 Sugar Hill E,Sugar Hill E,0,321,2100,0,716,1081,,,,,,,,,,,,,,,,,,,,left_only
1140,090 Lawrenceville I,Lawrenceville I,0,516,2168,0,555,1113,,,,,,,,,,,,,,,,,,,,left_only
1141,091 Baycreek D,Baycreek D,0,652,3355,0,1181,1882,,,,,,,,,,,,,,,,,,,,left_only
1142,092 Berkshire J,Berkshire J,0,466,2293,0,875,1384,,,,,,,,,,,,,,,,,,,,left_only
1143,093 Cates M,Cates M,0,537,3403,0,1317,1909,,,,,,,,,,,,,,,,,,,,left_only
1144,094 Cates N,Cates N,0,298,2123,0,937,1259,,,,,,,,,,,,,,,,,,,,left_only
1145,095 Duluth F,Duluth F,0,759,3319,0,314,1089,,,,,,,,,,,,,,,,,,,,left_only
1146,096 Duluth G,Duluth G,0,409,2277,0,755,1208,,,,,,,,,,,,,,,,,,,,left_only
1147,097 Goodwins E,Goodwins E,0,697,3880,0,1116,1877,,,,,,,,,,,,,,,,,,,,left_only
1148,098 Goodwins F,Goodwins F,0,476,2324,0,605,1120,,,,,,,,,,,,,,,,,,,,left_only
1149,099 Pinckneyville T,Pinckneyville T,0,481,2137,0,477,995,,,,,,,,,,,,,,,,,,,,left_only
1150,100 Suwanee B,Suwanee B,0,525,3084,0,1028,1592,,,,,,,,,,,,,,,,,,,,left_only
1151,101 Pinckneyville U,Pinckneyville U,0,372,1351,0,425,816,,,,,,,,,,,,,,,,,,,,left_only
1152,102 Pucketts B,Pucketts B,0,350,2300,0,856,1247,,,,,,,,,,,,,,,,,,,,left_only
1153,103 Berkshire L,Berkshire L,0,559,2234,0,288,875,,,,,,,,,,,,,,,,,,,,left_only
1154,104 Rockbridge F,Rockbridge F,0,1634,4120,0,621,2287,,,,,,,,,,,,,,,,,,,,left_only
1155,105 Sugar Hill F,Sugar Hill F,0,420,3041,0,927,1393,,,,,,,,,,,,,,,,,,,,left_only
1156,106 Suwanee C,Suwanee C,0,557,3581,0,1147,1764,,,,,,,,,,,,,,,,,,,,left_only
1157,107 Cates O,Cates O,0,217,1138,0,374,610,,,,,,,,,,,,,,,,,,,,left_only
1158,108 Baycreek E,Baycreek E,0,469,2265,0,638,1129,,,,,,,,,,,,,,,,,,,,left_only
1159,109 Berkshire M,Berkshire M,0,252,1337,0,497,767,,,,,,,,,,,,,,,,,,,,left_only
1160,110 Martins G,Martins G,0,416,1571,0,250,688,,,,,,,,,,,,,,,,,,,,left_only
1161,111 Duluth H,Duluth H,0,344,1991,0,558,923,,,,,,,,,,,,,,,,,,,,left_only
1162,112 Berkshire N,Berkshire N,0,512,2516,0,1032,1577,,,,,,,,,,,,,,,,,,,,left_only
1163,113 Pinckneyville V,Pinckneyville V,0,279,1209,0,234,527,,,,,,,,,,,,,,,,,,,,left_only
1164,114 Pinckneyville W,Pinckneyville W,0,547,2695,0,653,1239,,,,,,,,,,,,,,,,,,,,left_only
1165,115 Martins H,Martins H,0,825,3247,0,626,1479,,,,,,,,,,,,,,,,,,,,left_only
1166,116 Martins I,Martins I,0,673,2518,0,283,976,,,,,,,,,,,,,,,,,,,,left_only
1167,117 Martins J,Martins J,0,714,2771,0,224,967,,,,,,,,,,,,,,,,,,,,left_only
1168,118 Garners F,Garners F,0,252,1272,0,466,733,,,,,,,,,,,,,,,,,,,,left_only
1169,119 Berkshire O,Berkshire O,0,386,2077,0,831,1260,,,,,,,,,,,,,,,,,,,,left_only
1170,120 Berkshire P,Berkshire P,0,227,968,0,231,472,,,,,,,,,,,,,,,,,,,,left_only
1171,121 Pinckneyville X,Pinckneyville X,0,495,2341,0,788,1334,,,,,,,,,,,,,,,,,,,,left_only
1172,122 Rockbridge G,Rockbridge G,0,1432,3798,0,497,1965,,,,,,,,,,,,,,,,,,,,left_only
1173,123 Pinckneyville Y,Pinckneyville Y,0,564,2066,0,174,749,,,,,,,,,,,,,,,,,,,,left_only
1174,124 Goodwins G,Goodwins G,0,471,1807,0,285,774,,,,,,,,,,,,,,,,,,,,left_only
1175,125 Pinckneyville Z,Pinckneyville Z,0,254,1549,0,790,1074,,,,,,,,,,,,,,,,,,,,left_only
1176,126 Pinckneyville A1,Pinckneyville A1,0,410,2239,0,1016,1485,,,,,,,,,,,,,,,,,,,,left_only
1177,127 Lawrenceville J,Lawrenceville J,0,375,1550,0,326,726,,,,,,,,,,,,,,,,,,,,left_only
1178,128 Goodwins H,Goodwins H,0,454,2089,0,546,1039,,,,,,,,,,,,,,,,,,,,left_only
1179,129 Duncans B,Duncans B,0,392,3262,0,1365,1808,,,,,,,,,,,,,,,,,,,,left_only
1180,130 Suwanee D,Suwanee D,0,449,3451,0,1405,1899,,,,,,,,,,,,,,,,,,,,left_only
1181,131 Suwanee E,Suwanee E,0,447,3103,0,1209,1707,,,,,,,,,,,,,,,,,,,,left_only
1182,132 Lawrenceville K,Lawrenceville K,0,454,2467,0,779,1258,,,,,,,,,,,,,,,,,,,,left_only
1183,133 Harbins B,Harbins B,0,355,2851,0,1059,1469,,,,,,,,,,,,,,,,,,,,left_only
1184,134 Baycreek F,Baycreek F,0,766,2899,0,727,1523,,,,,,,,,,,,,,,,,,,,left_only
1185,135 Pucketts C,Pucketts C,0,301,2259,0,784,1129,,,,,,,,,,,,,,,,,,,,left_only
1186,136 Hog Mountain C,Hog Mountain C,0,440,2964,0,947,1437,,,,,,,,,,,,,,,,,,,,left_only
1187,137 Rockycreek B,Rockycreek B,0,626,3657,0,1217,1903,,,,,,,,,,,,,,,,,,,,left_only
1188,138 Duluth I,Duluth I,0,464,3292,0,1144,1628,,,,,,,,,,,,,,,,,,,,left_only
1189,139 Martins K,Martins K,0,1056,3460,0,410,1507,,,,,,,,,,,,,,,,,,,,left_only
1190,140 Suwanee H,Suwanee H,0,346,2784,0,1221,1593,,,,,,,,,,,,,,,,,,,,left_only
1191,141 Sugar Hill G,Sugar Hill G,0,297,2099,0,810,1152,,,,,,,,,,,,,,,,,,,,left_only
1192,142 Suwanee F,Suwanee F,0,523,2816,0,857,1424,,,,,,,,,,,,,,,,,,,,left_only
1193,143 Lawrenceville L,Lawrenceville L,0,833,3622,0,963,1824,,,,,,,,,,,,,,,,,,,,left_only
1194,144 Lawrenceville M,Lawrenceville M,0,1182,3741,0,428,1644,,,,,,,,,,,,,,,,,,,,left_only
1195,145 Baycreek G,Baycreek G,0,670,3107,0,948,1646,,,,,,,,,,,,,,,,,,,,left_only
1196,146 Baycreek H,Baycreek H,0,676,4012,0,1479,2191,,,,,,,,,,,,,,,,,,,,left_only
1197,147 Baycreek I,Baycreek I,0,913,3769,0,906,1873,,,,,,,,,,,,,,,,,,,,left_only
1198,148 Berkshire Q,Berkshire Q,0,246,1297,0,472,758,,,,,,,,,,,,,,,,,,,,left_only
1199,149 Goodwins I,Goodwins I,0,404,2060,0,755,1199,,,,,,,,,,,,,,,,,,,,left_only
1200,150 Duluth K,Duluth K,0,409,1798,0,123,533,,,,,,,,,,,,,,,,,,,,left_only
1201,151 Harbins C,Harbins C,0,201,1708,0,722,944,,,,,,,,,,,,,,,,,,,,left_only
1202,152 Rockycreek C,Rockycreek C,0,668,3497,0,1187,1888,,,,,,,,,,,,,,,,,,,,left_only
1203,153 Lawrenceville N,Lawrenceville N,0,344,1700,0,426,793,,,,,,,,,,,,,,,,,,,,left_only
1204,154 Pucketts D,Pucketts D,0,289,2286,0,901,1231,,,,,,,,,,,,,,,,,,,,left_only
1205,155 Suwanee G,Suwanee G,0,486,2650,0,798,1321,,,,,,,,,,,,,,,,,,,,left_only
1206,156 Baycreek J,Baycreek J,0,861,3138,0,777,1666,,,,,,,,,,,,,,,,,,,,left_only
1207,Totals:,ls:,0,85137,396271,0,107746,198205,,,,,,,,,,,,,,,,,,,,left_only
