,PRECINCT_N,XCOORD,YCOORD,ID,AREA,DATA,DISTRICT,CTYSOSID,PRECINCT_I,COUNTY,COUNTY_NAM,FIPS2,race,avg_income,ajc_precinct
629,02B,-84.388058,33.76283,4592277,0.48,1220,12102B,12102B,02B,60,FULTON,121,,57686,02B
630,05C,-84.383313,33.753563,4592355,0.03,1269,12105C,12105C,05C,60,FULTON,121,black,34376,05C
631,05K,-84.379627,33.758482,4592382,0.28,1273,12105K,12105K,05K,60,FULTON,121,black,30532,05K
632,05D,-84.385139,33.759415,4592445,0.07,1270,12105D,12105D,05D,60,FULTON,121,,52260,05D
633,05F,-84.380417,33.763086,4592483,0.05,1271,12105F,12105F,05F,60,FULTON,121,white,29512,05F
634,02L2,-84.389061,33.779087,4592512,0.19,1230,12102L2,12102L2,02L2,60,FULTON,121,white,100864,02L2
635,02C,-84.379216,33.768023,4592556,0.16,1221,12102C,12102C,02C,60,FULTON,121,white,29512,02C
636,02L1,-84.384,33.776382,4592598,0.27,1229,12102L1,12102L1,02L1,60,FULTON,121,hispanic,45188,02L1
637,02K,-84.37949,33.776936,4592656,0.13,1228,12102K,12102K,02K,60,FULTON,121,,42950,02K
638,08P,-84.403035,33.796607,4592696,0.44,1313,12108P,12108P,08P,60,FULTON,121,white,67895,08P
639,08K,-84.404921,33.810063,4592741,0.38,1308,12108K,12108K,08K,60,FULTON,121,white,138803,08K
640,CROSSROADS,-84.18436,33.747837,4690405,0.93,822,089CP,089CP,CP,44,DEKALB,89,black,57954,CROSSROADS
641,FAIRINGTON ELEM,-84.161957,33.695721,4690467,1.32,843,089FA,089FA,FA,44,DEKALB,89,black,48858,FAIRINGTON ELEM
642,PANOLA ROAD,-84.157397,33.711517,4690508,1.4,922,089PR,089PR,PR,44,DEKALB,89,black,39873,PANOLA ROAD
643,PANOLA WAY ELEM,-84.177392,33.72981,4690550,0.86,920,089PI,089PI,PI,44,DEKALB,89,black,65558,PANOLA WAY ELEM
644,YOUNG ROAD,-84.178867,33.739106,4690597,0.88,974,089YA,089YA,YA,44,DEKALB,89,black,65615,YOUNG ROAD
645,REDAN MIDDLE,-84.167238,33.746602,4690649,0.85,934,089RM,089RM,RM,44,DEKALB,89,black,50272,REDAN MIDDLE
646,MARBUT ELEM,-84.155061,33.72534,4690721,1.08,883,089MC,089MC,MC,44,DEKALB,89,black,55545,MARBUT ELEM
647,REDAN ROAD,-84.152469,33.737961,4690767,1.11,932,089RK,089RK,RK,44,DEKALB,89,black,55080,REDAN ROAD
648,WOODRIDGE ELEM,-84.20399,33.752846,4690820,1.29,968,089WG,089WG,WG,44,DEKALB,89,black,51184,WOODRIDGE ELEM
649,ROWLAND ROAD,-84.206141,33.769152,4690872,1.17,931,089RJ,089RJ,RJ,44,DEKALB,89,black,63090,ROWLAND ROAD
650,WHITE OAK,-84.187656,33.755388,4696274,0.78,971,089WK,089WK,WK,44,DEKALB,89,black,47216,WHITE OAK
651,FREEDOM MIDDLE,-84.187059,33.782573,4696314,1.46,851,089FM,089FM,FM,44,DEKALB,89,black,56095,FREEDOM MIDDLE
652,PINE LAKE (PIN),-84.206069,33.790641,4696390,0.26,916,089PE,089PE,PE,44,DEKALB,89,black,42070,PINE LAKE
653,HAMBRICK ELEM,-84.207567,33.807434,4696424,1.35,857,089HA,089HA,HA,44,DEKALB,89,black,50233,HAMBRICK ELEM
654,ROCKBRIDGE ELEM,-84.195845,33.794479,4696487,1.32,926,089RE,089RE,RE,44,DEKALB,89,black,41197,ROCKBRIDGE ELEM
655,STONE MILL ELEM,-84.187094,33.812217,4696569,1.03,945,089SJ,089SJ,SJ,44,DEKALB,89,black,36927,STONE MILL ELEM
656,MILLER-ELDRIDGE L MI,-84.174509,33.766149,4696648,1.08,881,089MA,089MA,MA,44,DEKALB,89,black,61031,MILLER-ELDRIDGE L. M
657,GARNERS B,-84.087915,33.818971,4987496,2.92,1702,13545,13545,45,67,GWINNETT,135,black,73877,GARNERS B
658,BERKSHIRE D,-84.104362,33.868565,4987574,1.32,1689,13532,13532,32,67,GWINNETT,135,white,97661,BERKSHIRE D
659,BERKSHIRE A,-84.147468,33.890827,4987634,2.04,1668,13511,13511,11,67,GWINNETT,135,,48747,BERKSHIRE A
660,BERKSHIRE P,-84.132885,33.901654,4987692,1.5,1777,135120,135120,120,67,GWINNETT,135,,60881,BERKSHIRE P
661,BERKSHIRE M,-84.117912,33.886332,4987743,1.75,1766,135109,135109,109,67,GWINNETT,135,white,98089,BERKSHIRE M
662,PINCKNEYVILLE Q,-84.140657,33.932237,4987808,1.43,1731,13574,13574,74,67,GWINNETT,135,,45760,PINCKNEYVILLE Q
663,BERKSHIRE L,-84.117803,33.915835,4987842,1.52,1760,135103,135103,103,67,GWINNETT,135,,51231,BERKSHIRE L
664,GARNERS F,-84.123094,33.835845,4980233,1.18,1775,135118,135118,118,67,GWINNETT,135,white,82412,GARNERS F
665,BERKSHIRE N,-84.146505,33.856993,4980290,2.11,1769,135112,135112,112,67,GWINNETT,135,white,77794,BERKSHIRE N
666,BERKSHIRE E,-84.138924,33.874281,4980373,1.33,1690,13533,13533,33,67,GWINNETT,135,white,91737,BERKSHIRE E
667,BERKSHIRE J,-84.118557,33.867613,4980424,1.49,1749,13592,13592,92,67,GWINNETT,135,white,101415,BERKSHIRE J
668,GARNERS C,-84.107355,33.83058,4980490,1.43,1706,13549,13549,49,67,GWINNETT,135,white,80846,GARNERS C
669,GARNERS A,-84.099541,33.847041,4980560,2.31,1671,13514,13514,14,67,GWINNETT,135,white,106134,GARNERS A
670,FERNBANK ELEM,-84.323733,33.777888,4627282,1.58,844,089FB,089FB,FB,44,DEKALB,89,white,198544,FERNBANK ELEM
671,EMORY SOUTH,-84.34054,33.789554,4627356,0.88,841,089EG,089EG,EG,44,DEKALB,89,white,119116,EMORY SOUTH
672,JOHNSON ESTATES (ATL,-84.343961,33.799783,4627411,0.36,866,089JA,089JA,JA,44,DEKALB,89,white,36435,JOHNSON ESTATES
673,BRIAR VISTA ELEM,-84.33933,33.812715,4627457,0.99,796,089BC,089BC,BC,44,DEKALB,89,white,88264,BRIAR VISTA ELEM
674,DRUID HILLS HIGH,-84.321985,33.792256,4627524,1.08,835,089DH,089DH,DH,44,DEKALB,89,white,134869,DRUID HILLS HIGH
675,EMORY ROAD,-84.318838,33.800614,4627581,0.95,842,089ER,089ER,ER,44,DEKALB,89,white,61829,EMORY ROAD
676,LAVISTA ROAD,-84.318832,33.811639,4627620,1.1,875,089LB,089LB,LB,44,DEKALB,89,white,75148,LAVISTA ROAD
677,STN MTN MIDDLE,-84.192264,33.826777,4817585,1.83,944,089SI,089SI,SI,44,DEKALB,89,black,44447,STONE MOUNTAIN MIDDL
678,TUCKER,-84.206665,33.867491,4817650,2.02,960,089TF,089TF,TF,44,DEKALB,89,white,96314,TUCKER
679,HUGH HOWELL,-84.174077,33.839565,4817717,2.91,861,089HG,089HG,HG,44,DEKALB,89,,86195,HUGH HOWELL
680,SMOKE RISE,-84.150837,33.836852,4817787,2.57,943,089SH,089SH,SH,44,DEKALB,89,white,117152,SMOKE RISE ELEM
681,BERKSHIRE B,-84.180053,33.874024,4817852,2.64,1669,13512,13512,12,67,GWINNETT,135,,60552,BERKSHIRE B
682,BERKSHIRE Q,-84.152988,33.869626,4817922,1.23,1805,135148,135148,148,67,GWINNETT,135,,73174,BERKSHIRE Q
683,SOUTH HAIRSTON,-84.178184,33.774884,4702609,1.44,956,089SU,089SU,SU,44,DEKALB,89,black,60509,SOUTH HAIRSTON
684,PANOLA,-84.154931,33.755779,4702679,1.59,919,089PH,089PH,PH,44,DEKALB,89,black,63450,PANOLA
685,SHADOW ROCK ELEM,-84.148671,33.771162,4702748,1.7,946,089SK,089SK,SK,44,DEKALB,89,black,72872,SHADOW ROCK ELEM
686,STONE MTN CHAMPION (,-84.176904,33.79759,4702799,0.74,951,089SP,089SP,SP,44,DEKALB,89,black,43995,STONE MOUNTAIN CHAMP
687,STONE MTN LIBRARY (S,-84.169476,33.807007,4702875,0.89,952,089SQ,089SQ,SQ,44,DEKALB,89,black,64377,STONE MOUNTAIN LIBRA
688,08H,-84.397448,33.823236,4702953,0.85,1306,12108H,12108H,08H,60,FULTON,121,white,226996,08H
689,DULUTH D,-84.149037,33.978742,4854352,2.69,1714,13557,13557,57,67,GWINNETT,135,,68527,DULUTH D
690,DULUTH E,-84.160272,33.992787,4854461,1.94,1739,13582,13582,82,67,GWINNETT,135,,68022,DULUTH E
691,DULUTH C,-84.163502,34.006078,4854529,1.46,1713,13556,13556,56,67,GWINNETT,135,,60812,DULUTH C
692,JC11,-84.211127,34.025211,4854595,2.8,1438,121JC11,121JC11,JC11,60,FULTON,121,white,122981,JC11
693,JC09,-84.211753,34.041762,4854652,1.03,1436,121JC09,121JC09,JC09,60,FULTON,121,white,120359,JC09
694,JC07,-84.192639,34.036961,4854703,1.95,1434,121JC07,121JC07,JC07,60,FULTON,121,white,126839,JC07
695,AP12D,-84.281549,34.072502,4790699,0.56,1392,121AP12C,121AP12C,AP12C,60,FULTON,121,,85109,AP12D
696,SHAMROCK,-84.273525,33.81789,4790744,0.67,949,089SN,089SN,SN,44,DEKALB,89,white,75154,SHAMROCK
697,NORTHLAKE,-84.269875,33.831343,4790786,0.58,907,089ND,089ND,ND,44,DEKALB,89,white,110455,NORTHLAKE
698,BRIARLAKE ELEM,-84.266286,33.846199,4790847,0.9,797,089BD,089BD,BD,44,DEKALB,89,white,155996,BRIARLAKE ELEM
699,REHOBOTH,-84.256803,33.830827,4790927,1.51,925,089RD,089RD,RD,44,DEKALB,89,white,97723,REHOBOTH
700,WARREN TECH,-84.267249,33.880649,4790997,1.46,969,089WI,089WI,WI,44,DEKALB,89,,56205,WARREN TECH
701,BERKSHIRE H,-84.171195,33.893782,4828933,1.32,1722,13565,13565,65,67,GWINNETT,135,,58383,BERKSHIRE H
702,PINCKNEYVILLE Y,-84.170676,33.90581,4828997,1.18,1780,135123,135123,123,67,GWINNETT,135,hispanic,43085,PINCKNEYVILLE Y
703,PINCKNEYVILLE D,-84.178931,33.916927,4829077,1.44,1680,13523,13523,23,67,GWINNETT,135,,44776,PINCKNEYVILLE D
704,PINCKNEYVILLE K,-84.15347,33.920317,4829148,3.01,1715,13558,13558,58,67,GWINNETT,135,,49756,PINCKNEYVILLE K
705,PINCKNEYVILLE I,-84.162747,33.943836,4829228,1.48,1707,13550,13550,50,67,GWINNETT,135,,61858,PINCKNEYVILLE I
706,WINTERS CHAPEL (DUN),-84.276714,33.947656,4829298,0.83,972,089WL,089WL,WL,44,DEKALB,89,white,126049,WINTERS CHAPEL
707,PINCKNEYVILLE U,-84.264419,33.955078,4829341,0.86,1758,135101,135101,101,67,GWINNETT,135,,62044,PINCKNEYVILLE U
708,MIDVALE ROAD,-84.248129,33.860517,4795561,1.14,903,089MW,089MW,MW,44,DEKALB,89,white,94871,MIDVALE ROAD
709,HENDERSON MILL ELEM,-84.261587,33.866488,4795638,1.58,859,089HC,089HC,HC,44,DEKALB,89,white,86202,HENDERSON MILL ELEM
710,MONTREAL,-84.244704,33.829842,4795697,1.28,891,089MK,089MK,MK,44,DEKALB,89,white,82430,MONTREAL
711,JOLLY ELEM,-84.230368,33.817995,4795749,0.69,867,089JB,089JB,JB,44,DEKALB,89,black,43895,JOLLY ELEM
712,IDLEWOOD ELEM,-84.218017,33.824492,4795815,0.78,864,089IA,089IA,IA,44,DEKALB,89,black,62406,IDLEWOOD ELEM
713,BROCKETT,-84.226917,33.840211,4795869,1.59,801,089BH,089BH,BH,44,DEKALB,89,,70612,BROCKETT
714,WOODWARD ELEM (BHAVN,-84.340788,33.835729,4732722,0.84,970,089WJ,089WJ,WJ,44,DEKALB,89,,91628,WOODWARD ELEM
715,CROSS KEYS HIGH (BHA,-84.340471,33.845902,4732788,0.56,821,089CO,089CO,CO,44,DEKALB,89,,103435,CROSS KEYS HIGH
716,HARRIS-MARGARET HARR,-84.327291,33.828673,4732847,0.88,863,089HI,089HI,HI,44,DEKALB,89,white,84529,HARRIS-MARGARET HARR
717,BRIARCLIFF,-84.315439,33.827853,4732907,0.97,800,089BG,089BG,BG,44,DEKALB,89,white,82487,BRIARCLIFF
718,MONTCLAIR ELEM,-84.321033,33.844431,4732971,0.65,890,089MJ,089MJ,MJ,44,DEKALB,89,hispanic,53960,MONTCLAIR ELEM
719,BRIARWOOD (BHAVN),-84.331409,33.849882,4733030,0.59,798,089BE,089BE,BE,44,DEKALB,89,hispanic,83551,BRIARWOOD
720,BROOKHAVEN (BHAVN),-84.334149,33.862313,4733080,0.75,802,089BI,089BI,BI,44,DEKALB,89,white,123167,BROOKHAVEN
721,SILVER LAKE (BHAVN),-84.341025,33.870325,4733144,1.34,940,089SE,089SE,SE,44,DEKALB,89,white,120886,SILVER LAKE
722,SKYLAND (BHAVN),-84.319985,33.858057,4733206,0.74,941,089SF,089SF,SF,44,DEKALB,89,,101731,SKYLAND
723,ASHFORD PARK ELEM (B,-84.3189,33.870252,4738859,0.96,787,089AB,089AB,AB,44,DEKALB,89,white,121469,ASHFORD PARK ELEM
724,OAK GROVE ELEM,-84.297351,33.842375,4738917,1.02,909,089OA,089OA,OA,44,DEKALB,89,white,102700,OAK GROVE ELEM
725,CORALWOOD,-84.289549,33.819083,4738971,1.22,828,089CW,089CW,CW,44,DEKALB,89,white,88732,CORALWOOD
726,SAGAMORE HILLS ELEM,-84.295573,33.830635,4739038,1.42,936,089SA,089SA,SA,44,DEKALB,89,white,152270,SAGAMORE HILLS ELEM
727,LAKESIDE HIGH,-84.281876,33.845874,4739106,1.45,874,089LA,089LA,LA,44,DEKALB,89,white,127376,LAKESIDE HIGH
728,DRESDEN ELEM,-84.302799,33.861299,4739180,2.26,831,089DC,089DC,DC,44,DEKALB,89,hispanic,54242,DRESDEN ELEM
729,HAWTHORNE ELEM,-84.280465,33.863615,4739248,1.7,858,089HB,089HB,HB,44,DEKALB,89,white,89142,HAWTHORNE ELEM
730,CLIFTON ELEM,-84.29813,33.696185,4617252,0.78,818,089CL,089CL,CL,44,DEKALB,89,black,57071,CLIFTON ELEM
731,CEDAR GROVE MIDDLE,-84.289842,33.689163,4617298,2.16,824,089CR,089CR,CR,44,DEKALB,89,black,60412,CEDAR GROVE MIDDLE
732,FLAT SHOALS,-84.281159,33.701692,4617343,0.66,848,089FJ,089FJ,FJ,44,DEKALB,89,black,49299,FLAT SHOALS
733,FLAT SHOALS ELEM,-84.287864,33.709615,4617386,0.93,845,089FC,089FC,FC,44,DEKALB,89,black,40205,FLAT SHOALS ELEM
734,MCNAIR ACADEMY,-84.303517,33.733243,4617435,1.0,896,089MP,089MP,MP,44,DEKALB,89,black,63298,MCNAIR ACADEMY
735,EAST LAKE (ATL),-84.302771,33.746718,4617526,1.13,837,089EA,089EA,EA,44,DEKALB,89,black,79382,EAST LAKE ELEM
736,MCNAIR MIDDLE,-84.295232,33.728316,4617646,1.05,884,089MD,089MD,MD,44,DEKALB,89,black,60027,MCNAIR MIDDLE
737,OAKHURST (DEC),-84.305496,33.759202,4631418,0.68,911,089OK,089OK,OK,44,DEKALB,89,white,106164,OAKHURST
738,RENFROE MIDDLE (DEC),-84.296688,33.76234,4631496,0.43,935,089RN,089RN,RN,44,DEKALB,89,white,106721,RENFROE MIDDLE
739,PONCE DE LEON (DEC),-84.305173,33.771421,4631548,0.53,918,089PG,089PG,PG,44,DEKALB,89,white,91336,PONCE DE LEON
740,CLAIREMONT EAST (DEC,-84.304832,33.781406,4631608,0.68,827,089CV,089CV,CV,44,DEKALB,89,white,94575,CLAIREMONT EAST
741,WINNONA PARK ELEM (D,-84.287465,33.762485,4631668,0.63,967,089WF,089WF,WF,44,DEKALB,89,white,107682,WINNONA PARK ELEM
742,GLENNWOOD (DEC),-84.289878,33.774946,4631725,0.6,852,089GA,089GA,GA,44,DEKALB,89,white,109095,GLENNWOOD - 04
743,CLAIREMONT WEST (DEC,-84.289747,33.78356,4631808,0.64,815,089CI,089CI,CI,44,DEKALB,89,white,109860,CLAIREMONT WEST
744,12M,-84.381151,33.654236,4555864,1.39,1368,12112M,12112M,12M,60,FULTON,121,black,32997,12M
745,12J,-84.390024,33.669247,4555934,1.35,1365,12112J,12112J,12J,60,FULTON,121,black,32930,12J
746,12H,-84.38726,33.682784,4555987,1.6,1363,12112H,12112H,12H,60,FULTON,121,black,32339,12H
747,FOREST PARK 2,-84.351018,33.636569,4556054,1.73,444,063FP2,063FP2,FP2,31,CLAYTON,63,black,36140,FOREST PARK 2
748,12T,-84.36283,33.665718,4556112,3.14,1371,12112T,12112T,12T,60,FULTON,121,black,32949,12T
749,MORROW 2,-84.335286,33.582724,4556176,1.51,474,063MO2,063MO2,MO2,31,CLAYTON,63,black,47053,MORROW 2
750,MORROW 7,-84.312424,33.5778,4556252,0.71,479,063MO7,063MO7,MO7,31,CLAYTON,63,black,46943,MORROW 7
751,GLENHAVEN,-84.214533,33.750735,4672335,0.82,853,089GB,089GB,GB,44,DEKALB,89,black,51183,GLENHAVEN
752,AVONDALE HIGH,-84.277544,33.761473,4672384,1.28,793,089AI,089AI,AI,44,DEKALB,89,white,86539,AVONDALE HIGH
753,AVONDALE (AVO),-84.264422,33.769317,4672469,1.13,790,089AE,089AE,AE,44,DEKALB,89,white,74514,AVONDALE
754,MIDWAY ELEM,-84.257707,33.754387,4672551,1.11,895,089MO,089MO,MO,44,DEKALB,89,black,55244,MIDWAY ELEM
755,COVINGTON,-84.25239,33.777194,4672625,0.63,794,089CU,089CU,CU,44,DEKALB,89,black,45725,COVINGTON
756,NORTH DECATUR,-84.27448,33.787647,4672674,1.31,905,089NB,089NB,NB,44,DEKALB,89,,57972,NORTH DECATUR
757,MCLENDON,-84.268858,33.801872,4672746,1.0,885,089ME,089ME,ME,44,DEKALB,89,,47316,MCLENDON
758,LAKE CITY,-84.326793,33.604587,4561396,2.81,467,063LC1,063LC1,LC1,31,CLAYTON,63,,50361,LAKE CITY
759,MORROW 4,-84.307703,33.568255,4561486,1.59,476,063MO4,063MO4,MO4,31,CLAYTON,63,black,47832,MORROW 4
760,MORROW 9,-84.295622,33.564323,4561560,0.47,481,063MO9,063MO9,MO9,31,CLAYTON,63,black,44338,MORROW 9
761,MORROW 6,-84.282563,33.580495,4561609,1.74,478,063MO6,063MO6,MO6,31,CLAYTON,63,black,58798,MORROW 6
762,MORROW 3,-84.310832,33.593845,4561684,2.08,475,063MO3,063MO3,MO3,31,CLAYTON,63,,50130,MORROW 3
763,PEACHCREST ELEM,-84.24751,33.749312,4666668,0.81,913,089PA,089PA,PA,44,DEKALB,89,black,45137,PEACHCREST ELEM
764,MATHIS-BOB MATHIS EL,-84.237642,33.690825,4666735,1.36,898,089MR,089MR,MR,44,DEKALB,89,black,59521,MATHIS-BOB MATHIS EL
765,RAINBOW ELEM,-84.233882,33.70657,4666782,1.61,923,089RA,089RA,RA,44,DEKALB,89,black,56147,RAINBOW ELEM
766,KELLEY CHAPEL ROAD,-84.222258,33.686477,4666851,0.62,870,089KC,089KC,KC,44,DEKALB,89,black,56502,KELLEY CHAPEL ROAD
767,COLUMBIA DRIVE,-84.239845,33.731059,4666889,0.88,807,089CA,089CA,CA,44,DEKALB,89,black,49146,COLUMBIA DRIVE
768,AUSTIN DRIVE,-84.237524,33.746876,4666940,0.9,856,089AF,089AF,AF,44,DEKALB,89,black,42576,AUSTIN DRIVE
769,CANBY LANE ELEM,-84.226678,33.718544,4666989,1.08,808,089CB,089CB,CB,44,DEKALB,89,black,44949,CANBY LANE ELEM
770,SNAPFINGER ROAD N,-84.223283,33.730469,4667042,0.87,953,089SR,089SR,SR,44,DEKALB,89,black,44471,SNAPFINGER ROAD NORT
771,GLENWOOD ROAD,-84.215508,33.739972,4667102,1.28,788,089GF,089GF,GF,44,DEKALB,89,black,46753,GLENWOOD ROAD
772,MORROW 1,-84.327146,33.630422,4567873,4.44,473,063MO1,063MO1,MO1,31,CLAYTON,63,,40974,MORROW 1
773,BOULDERCREST ROAD,-84.327204,33.663052,4567958,4.24,804,089BL,089BL,BL,44,DEKALB,89,black,67348,BOULDERCREST RD
774,ELLENWOOD,-84.286998,33.621959,4568027,7.63,442,063EW1,063EW1,EW1,31,CLAYTON,63,black,56862,ELLENWOOD
775,CEDAR GROVE SOUTH,-84.293881,33.654045,4568108,2.6,825,089CS,089CS,CS,44,DEKALB,89,black,65998,CEDAR GROVE SOUTH
776,CEDAR GROVE ELEM,-84.290427,33.674468,4568167,2.59,810,089CD,089CD,CD,44,DEKALB,89,black,67577,CEDAR GROVE ELEM
777,12F,-84.396314,33.69814,4568220,0.94,1361,12112F,12112F,12F,60,FULTON,121,black,38291,12F
778,04V,-84.398548,33.739158,4578327,0.69,1262,12104V,12104V,04V,60,FULTON,121,black,24285,04V
779,04I,-84.394054,33.750387,4578393,0.54,1255,12104I,12104I,04I,60,FULTON,121,black,53217,04I
780,01F,-84.391781,33.72881,4578482,0.26,1210,12101F,12101F,01F,60,FULTON,121,black,25282,01F
781,01G,-84.383671,33.729883,4578530,0.47,1211,12101G,12101G,01G,60,FULTON,121,black,44017,01G
782,01D,-84.387801,33.737852,4578582,0.3,1208,12101D,12101D,01D,60,FULTON,121,black,52036,01D
783,01H,-84.384611,33.745479,4578632,0.2,1212,12101H,12101H,01H,60,FULTON,121,black,24479,01H
784,05B,-84.378288,33.750851,4578695,0.28,1268,12105B,12105B,05B,60,FULTON,121,black,37228,05B
785,01S,-84.368871,33.689188,4578756,1.34,1217,12101S,12101S,01S,60,FULTON,121,black,36673,01S
786,01C2,-84.37018,33.701981,4578796,0.37,1207,12101C2,12101C2,01C2,60,FULTON,121,black,35120,01C
787,01T,-84.364306,33.713725,4583119,0.98,1218,12101T,12101T,01T,60,FULTON,121,,55133,01T
788,01P,-84.355319,33.693201,4583173,0.7,1215,12101P,12101P,01P,60,FULTON,121,black,39242,01P
789,01R,-84.358221,33.704079,4583228,0.63,1216,12101R,12101R,01R,60,FULTON,121,black,20891,01R
790,01E,-84.374861,33.735327,4583279,0.89,1209,12101E,12101E,01E,60,FULTON,121,white,90784,01E
791,01A,-84.365323,33.737601,4583365,0.66,1204,12101A,12101A,01A,60,FULTON,121,white,92952,01A
792,05A1,-84.365233,33.748268,4583439,0.52,1266,12105A1,12105A1,05A1,60,FULTON,121,black,39463,05A1
793,01B,-84.357124,33.726589,4583505,1.37,1205,12101B,12101B,01B,60,FULTON,121,,80095,01B
794,KELLEY LAKE ELEM,-84.285241,33.719607,4622472,1.15,868,089KA,089KA,KA,44,DEKALB,89,black,41734,KELLEY LAKE ELEM
795,CANDLER,-84.27996,33.740323,4622523,1.21,823,089CQ,089CQ,CQ,44,DEKALB,89,black,48441,CANDLER
796,COAN MIDDLE (ATL),-84.340131,33.755913,4622583,0.84,820,089CN,089CN,CN,44,DEKALB,89,white,56069,COAN MIDDLE
797,EPWORTH (ATL),-84.332575,33.765974,4622648,0.95,839,089EE,089EE,EE,44,DEKALB,89,white,64047,EPWORTH
798,LIN-MARY LIN ELEM (A,-84.341754,33.773407,4622721,0.75,878,089LE,089LE,LE,44,DEKALB,89,white,59997,LIN-MARY LIN ELEM
799,BOULEVARD (ATL),-84.320499,33.75494,4622800,1.04,795,089BB,089BB,BB,44,DEKALB,89,white,52449,BOULEVARD
800,MEADOWVIEW ELEM,-84.328354,33.689158,4611685,4.23,892,089ML,089ML,ML,44,DEKALB,89,black,53920,MEADOWVIEW ELEM
801,GRESHAM ROAD,-84.318506,33.712584,4611767,1.33,854,089GC,089GC,GC,44,DEKALB,89,black,55032,GRESHAM ROAD
802,BURGESS ELEM (ATL),-84.335662,33.731354,4611813,0.98,806,089BR,089BR,BR,44,DEKALB,89,white,56858,BURGESS ELEM
803,METROPOLITAN (ATL),-84.338274,33.744526,4611903,0.96,900,089MT,089MT,MT,44,DEKALB,89,white,55994,METROPOLITAN
804,PINEY GROVE,-84.321618,33.733307,4611984,0.9,921,089PN,089PN,PN,44,DEKALB,89,black,49885,PINEY GROVE
805,TERRY MILL,-84.314873,33.730993,4612062,0.89,958,089TA,089TA,TA,44,DEKALB,89,black,49803,TERRY MILL ELEM
806,02G,-84.365517,33.758668,4601476,0.4,1226,12102G,12102G,02G,60,FULTON,121,black,59375,02G
807,02D,-84.368689,33.766719,4601560,0.49,1222,12102D,12102D,02D,60,FULTON,121,black,51385,02D
808,02F2,-84.370219,33.772225,4601610,0.11,1225,12102F2,12102F2,02F2,60,FULTON,121,hispanic,27533,02F2
809,02J,-84.373904,33.777532,4601645,0.27,1227,12102J,12102J,02J,60,FULTON,121,hispanic,27533,02J
810,06G,-84.36785,33.776666,4601688,0.13,1278,12106G,12106G,06G,60,FULTON,121,hispanic,27533,06G
811,06B,-84.362328,33.778048,4601724,0.23,1274,12106B,12106B,06B,60,FULTON,121,white,75487,06B
812,02E,-84.355081,33.760105,4601767,0.35,1223,12102E,12102E,02E,60,FULTON,121,black,25350,02E
813,02F1,-84.356061,33.769396,4601824,0.49,1224,12102F1,12102F1,02F1,60,FULTON,121,white,42909,02F1
814,06F,-84.353638,33.778007,4601885,0.34,1277,12106F,12106F,06F,60,FULTON,121,white,58946,06F
815,06L1,-84.377565,33.795436,4601934,0.28,1282,12106L1,12106L1,06L1,60,FULTON,121,white,87765,06L1
816,RW17,-84.321171,34.011535,4778422,1.3,1487,121RW17,121RW17,RW17,60,FULTON,121,white,100437,RW17
817,RW04,-84.314805,34.000226,4778464,1.15,1473,121RW04,121RW04,RW04,60,FULTON,121,white,100437,RW04
818,KINGSLEY ELEM (DUN),-84.293009,33.951567,4778505,1.12,869,089KB,089KB,KB,44,DEKALB,89,white,131053,KINGSLEY ELEM
819,SS01,-84.293504,33.970527,4778554,2.22,1536,121SS01,121SS01,SS01,60,FULTON,121,white,136488,SS01
820,RW20,-84.302976,33.994317,4778664,1.64,1490,121RW20,121RW20,RW20,60,FULTON,121,white,141846,RW20
821,RW21A,-84.282165,33.985302,4778745,1.86,1491,121RW21A,121RW21A,RW21A,60,FULTON,121,white,163434,RW21
822,RW22A,-84.286786,34.005441,4778812,1.32,1493,121RW22A,121RW22A,RW22A,60,FULTON,121,white,96248,RW22A
823,RW07A,-84.324233,34.027766,4778879,0.29,1476,121RW07A,121RW07A,RW07A,60,FULTON,121,hispanic,45163,RW07A
824,DORAVILLE NORTH (DOR,-84.27401,33.9128,4805805,3.2,829,089DA,089DA,DA,44,DEKALB,89,,51380,DORAVILLE NORTH
825,OAKCLIFF ELEM,-84.260282,33.898434,4805902,1.76,910,089OB,089OB,OB,44,DEKALB,89,hispanic,48825,OAKCLIFF ELEM
826,NORTH PEACHTREE (DUN,-84.276045,33.933854,4805984,0.91,908,089NF,089NF,NF,44,DEKALB,89,,68242,NORTH PEACHTREE
827,PINCKNEYVILLE E,-84.259302,33.9425,4806030,1.16,1694,13537,13537,37,67,GWINNETT,135,,49915,PINCKNEYVILLE E
828,EMBRY HILLS,-84.235428,33.885409,4806087,0.92,838,089EC,089EC,EC,44,DEKALB,89,,72769,EMBRY HILLS
829,PLEASANTDALE ELEM,-84.234993,33.894367,4806150,1.23,917,089PF,089PF,PF,44,DEKALB,89,,42765,PLEASANTDALE ELEM
830,SS25,-84.274736,33.96969,4835460,1.12,1570,121SS25,121SS25,SS25,60,FULTON,121,white,240757,SS25
831,PINCKNEYVILLE P,-84.251739,33.964549,4835516,0.8,1730,13573,13573,73,67,GWINNETT,135,white,89159,PINCKNEYVILLE P
832,PINCKNEYVILLE A1,-84.24972,33.976078,4835564,1.56,1783,135126,135126,126,67,GWINNETT,135,white,157289,PINCKNEYVILLE A1
833,RW21B,-84.264739,33.980749,4835631,0.19,1492,121RW21B,121RW21B,RW21B,60,FULTON,121,white,215870,RW21
